2024 OPS
0
.675
0
0
0
0
.000
0
0
0
0
0
0
0
0
0
.625
0
.811
.654
0
0
0
.000
0
0
.757
0
.763
.465
0
0
0
0
0
0
0
0
.734
0
0
.695
.671
.797
0
0
.595
.463
0
0
0
0
0
.407
.651
0
.704
.571
0
0
0
.684
0
0
0
.722
0
.568
0
0
0
.751
0
.791
0
0
0
0
0
0
0
0
0
.625
0
.000
0
0
.742
0
0
0
.421
0
0
.762
.733
.472
0
0
0
0
0
.000
.690
0
0
.000
0
0
0
0
0
0
.000
.000
1.000
0
0
0
0
0
.773
0
.606
0
.000
0
0
0
.000
0
0
0
0
0
.000
0
.000
.876
0
0
0
0
0
0
.000
0
0
.852
0
0
0
0
0
.599
0
0
0
0
0
.000
.617
.690
0
0
0
0
0
0
0
0
.700
0
.716
.000
2.067
.000
0
.626
0
.688
.703
0
0
0
0
0
.624
0
0
.182
0
0
0
0
0
0
0
0
0
0
0
0
.812
0
0
0
.463
0
0
.687
0
0
0
.000
0
0
0
.626
0
0
0
.000
.000
0
0
.625
.250
0
0
.759
.000
0
.831
0
.622
.657
.593
0
.799
.699
0
0
.634
.893
0
0
0
.719
0
0
0
0
0
0
0
0
0
0
.516
0
0
0
0
.633
.000
0
.000
0
.000
0
0
0
0
0
0
0
.800
.000
0
.497
.682
0
0
0
.710
.733
.697
0
0
0
0
.799
0
0
0
0
0
0
0
0
0
.756
0
0
0
0
.776
0
0
.615
0
0
0
0
.543
.662
0
0
0
.688
.575
.209
.631
.819
.743
0
.722
0
0
0
.708
.905
0
.410
0
.521
.793
.854
0
0
0
0
0
0
0
.000
0
.000
.724
0
.682
.738
0
0
0
.692
0
.755
0
0
.469
0
0
.576
0
0
.000
.686
0
.650
.693
0
0
.634
.317
0
0
0
0
.707
0
0
0
0
0
0
.788
0
0
0
.524
0
0
0
.000
.840
0
.748
0
0
0
0
.658
.619
.761
0
0
.610
0
0
0
.334
0
.687
.761
0
0
.959
0
0
.749
0
.562
.627
0
0
0
0
0
.627
0
0
0
0
0
.376
0
0
0
0
0
0
0
0
.534
.667
0
0
0
.577
.910
0
0
.726
.396
.726
0
0
0
0
0
.528
0
0
0
1.333
0
0
0
0
0
1.159
0
0
.587
.590
.446
.587
.000
0
0
.793
0
0
0
0
0
0
0
.573
0
0
0
0
.415
0
0
.724
0
.000
.646
0
.625
0
0
.780
0
0
.772
0
.766
0
0
0
.685
0
.700
.761
0
.859
.000
.848
0
0
0
.624
0
.716
0
0
0
0
0
.668
.000
.608
0
0
.784
0
0
0
.686
0
0
0
.404
0
0
.000
0
0
0
.723
.705
.747
0
0
0
.689
.000
.692
0
0
0
0
0
0
.762
0
0
0
.646
0
.678
.000
0
0
0
0
0
.609
0
0
0
0
0
0
0
0
1.036
.733
0
.296
0
.682
0
0
0
.614
.423
0
0
.686
0
0
0
0
0
.818
0
0
0
0
.636
0
0
.782
.716
0
0
.100
.000
0
0
0
0
0
0
0
0
0
.362
0
0
0
.739
.738
0
.369
0
0
0
0
0
.654
0
.000
0
0
0
0
0
0
.561
0
0
0
0
0
.685
0
.702
0
0
0
.719
.613
.749
.660
0
0
.000
.000
0
0
0
0
0
0
0
0
0
.564
0
0
0
0
.869
0
0
0
.000
0
0
.635
0
0
0
0
0
.661
0
0
0
0
.682
0
.932
0
.000
.722
0
.747
0
.847
0
0
.950
.463
0
0
0
0
.470
.638
.870
0
.898
0
.000
0
.596
0
.654
0
0
.768
0
.790
0
0
0
.712
0
0
0
0
0
.620
0
0
0
0
0
.679
.291
0
0
.575
.739
.000
0
0
0
.717
.222
0
0
0
0
.520
0
0
.695
0
.738
0
.863
0
0
0
0
0
.613
0
.333
0
0
.691
0
.700
0
0
0
0
.577
0
