gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,player_numeric
464,2,0,0,0,0,0,2,0,0,0,0,.000,4,.000,.000,.000,0,0,0,1,19,4,0,0,8,0,0,.000,2.00,0,0,826304.0
703,714,444,290,85,15,34,550,109,1,560,25,.253,2217,.293,.350,.643,17,64,.790,36,8466,2402,777,201,900,35,16,.319,1.61,0,65.21,564672.0
586,476,578,280,111,5,92,584,163,4,576,14,.264,2185,.315,.445,.760,6,14,.700,55,9103,2391,973,333,938,0,29,.315,0.82,0,23.75,248832.0
10,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894464.0
722,656,643,581,145,12,165,719,368,17,815,50,.289,2818,.379,.525,.904,49,196,.800,42,13207,3254,1479,417,890,0,15,.334,1.02,3,17.08,710208.0
92,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,51840.0
180,22,6,3,0,0,0,29,8,0,6,1,.105,57,.224,.105,.329,0,0,0,0,275,72,6,4,34,5,1,.207,3.67,0,0,562560.0
727,692,712,323,135,4,76,531,190,4,682,109,.262,2599,.336,.405,.741,3,2,.400,85,10853,2917,1053,324,1071,0,18,.301,0.97,1,34.20,569920.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282112.0
83,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825856.0
378,354,259,169,40,15,20,245,92,1,300,28,.263,1139,.332,.378,.710,15,78,.839,11,4630,1278,430,122,420,13,6,.318,1.37,0,56.95,183040.0
1100,861,861,533,211,14,156,1169,418,17,965,16,.252,3826,.326,.437,.763,33,107,.764,90,17504,4290,1672,533,1571,2,28,.320,1.00,0,24.53,891904.0
92,57,62,38,10,2,6,109,23,0,62,2,.216,287,.277,.328,.605,0,3,1.000,5,1308,315,94,20,113,1,2,.322,0.92,0,47.83,364864.0
285,353,201,96,39,5,4,85,43,0,238,20,.274,868,.323,.344,.667,6,17,.739,19,3527,940,299,77,349,8,1,.300,1.76,0,217.00,558208.0
190,125,136,50,19,1,10,131,44,0,90,2,.188,480,.258,.294,.552,2,13,.867,11,2138,528,141,40,236,0,2,.235,0.92,0,48.00,697920.0
1209,1059,1260,500,218,32,73,662,187,5,1080,98,.270,3997,.316,.396,.712,37,91,.711,68,15528,4347,1581,388,1500,29,35,.305,0.84,1,54.75,330880.0
103,38,54,26,9,1,4,76,17,0,33,11,.167,198,.268,.283,.551,1,4,.800,4,941,229,56,17,85,1,2,.242,0.70,0,49.50,263616.0
1077,1008,1332,503,180,27,134,612,254,19,999,52,.257,3893,.308,.420,.728,16,37,.698,50,15905,4259,1635,530,1713,15,43,.271,0.76,2,29.05,363520.0
320,0,0,0,0,0,0,2,0,0,0,0,.000,2,.000,.000,.000,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,558464.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505344.0
213,183,176,81,24,1,11,97,44,1,126,27,.221,571,.304,.324,.628,6,18,.750,21,2428,653,185,54,245,5,6,.245,1.04,0,51.91,987520.0
262,6,0,0,0,0,0,9,0,0,0,0,.000,14,.000,.000,.000,0,0,0,2,49,15,0,0,11,1,0,.000,6.00,0,0,247424.0
1566,1284,1585,766,378,41,236,1504,409,19,1630,50,.274,5956,.323,.470,.793,22,38,.633,133,24173,6462,2798,863,2469,0,47,.327,0.81,0,25.24,486464.0
