2024 OPS
0
0
0
0
0
0
0
.000
0
0
.700
0
0
0
0
.625
0
.811
0
0
0
0
0
0
.747
.574
.755
.763
.675
.695
0
.627
0
0
0
0
.626
0
0
0
0
0
.715
0
0
0
.657
0
0
0
.691
0
.000
0
0
0
.571
0
.362
0
0
0
0
0
.722
0
0
0
.568
0
0
0
0
.000
.793
0
0
0
0
0
.296
0
.545
.690
.000
.000
.000
0
.739
0
0
0
0
0
0
.733
0
.716
0
0
.670
0
0
.749
0
0
.536
0
0
0
0
0
0
.626
0
.742
0
0
0
.515
0
0
0
.606
0
.000
0
0
0
.000
0
.844
0
0
0
.000
0
.000
0
0
.590
0
.650
0
0
.819
0
0
.852
0
0
0
0
.625
.863
.000
0
0
.761
.000
.000
0
0
0
0
0
.734
0
0
0
0
.741
0
0
0
0
0
0
0
0
0
.703
0
.686
0
.716
.599
.624
0
.000
0
.415
0
0
0
0
0
0
0
0
0
.615
0
0
0
0
0
0
0
0
.687
0
0
0
.000
0
0
0
.854
0
0
0
0
0
.470
0
0
0
0
.905
0
0
0
0
.682
0
0
.593
0
.543
.797
0
0
.757
.893
0
0
0
0
0
0
0
0
0
0
0
0
0
0
.000
0
0
0
0
1.333
0
0
0
0
0
.638
0
0
0
0
0
0
0
.000
0
0
.628
0
.876
.710
.182
.655
.768
0
0
0
0
0
0
0
.576
0
0
0
0
0
0
0
0
0
0
.711
.776
.739
.760
0
0
0
0
0
.750
0
0
0
0
.688
0
.870
.595
0
.743
0
.722
0
0
.738
0
0
.759
.000
0
.516
.793
.000
0
0
0
0
.724
0
.627
.000
0
0
0
0
.682
0
0
0
.657
.705
.959
.766
0
0
.469
0
0
0
0
0
.209
0
.686
0
.685
.693
.000
0
.634
0
0
.651
0
0
0
0
.625
0
.654
.465
0
0
0
0
0
.524
0
0
0
0
.840
.000
0
.562
.000
0
0
0
.619
0
.000
0
.800
.662
0
0
.334
0
0
0
0
0
0
0
0
0
.818
0
.291
.000
0
0
.671
0
0
0
0
0
0
0
0
0
0
0
1.000
0
0
0
.762
.534
.667
0
0
0
.577
.910
0
0
0
.603
.726
0
.682
.587
.679
.407
.528
0
0
0
0
0
.685
0
0
0
0
.751
0
.724
0
.446
0
.658
0
0
0
0
0
0
.438
0
.773
0
0
.708
.678
0
0
.000
.714
0
0
0
0
.646
0
0
0
.780
.688
0
0
.772
.000
0
0
0
0
0
0
0
.317
0
0
.700
.831
0
0
0
.622
.661
0
0
0
.000
0
0
0
.000
.660
0
0
.784
.756
0
0
.932
.000
0
0
.404
0
0
0
0
0
0
0
0
.747
0
0
0
.100
0
.692
.610
.641
0
0
0
.000
.762
0
0
.749
.000
0
.654
0
0
.748
0
0
.566
0
0
.799
0
0
.613
0
0
.250
1.036
.733
0
.812
0
0
.829
0
0
.614
.000
0
0
0
.550
0
0
.463
0
0
0
0
0
0
.636
0
.497
.620
0
0
0
0
.717
.000
0
.950
.702
0
0
0
0
.564
0
0
0
0
0
0
.634
0
0
0
.682
0
.699
0
.421
0
0
.690
.000
.000
0
0
.561
0
0
0
.834
.000
0
.719
0
0
0
0
.625
0
0
0
0
.704
0
.000
.608
.000
.596
0
.789
0
0
0
0
.744
0
.463
0
0
.000
0
0
0
.700
.791
.369
.000
0
0
0
.575
.692
0
.222
.192
0
0
.000
0
0
0
.633
.898
0
0.0
0
.847
.575
0
.695
0
0
0
0
.000
0
0
0
0
.782
0
0
.716
0
0
0
0
0
.000
0
.790
0
0
0
.712
0
.726
.686
.722
.000
0
.687
0
0
0
0
0
.723
.738
0
0
0
0
0
0
0
.613
0
0
.376
.761
0
0
0
0
.000
0
0
0
.608
.732
0
0
0
0
0
.733
.500
.684
0
0
.707
0
0
.000
0
0
.410
0
