2024 OPS
0
0
0
0
0
0
1.000
0
.599
0
0
0
0
0
0
0
0
.724
.182
.686
0
0
0
0
0
0
0
0
.655
0
0
0
0
.741
0
0
0
.562
0
0
.587
0
0
0
0
0
.750
0
0
.362
0
0
0
0
0
0
0
0
0
0
0
.472
0
0
.576
0
.716
.000
0
0
0
0
0
0
0
0
0
.761
0
0
0
0
0
.000
.700
0
.720
.708
.697
.638
0
0
0
0
0
0
.638
.587
0
0
0
0
0
0
0
.742
.000
2.067
0
0
.751
.410
0
0
0
0
0
0
0
.711
0
0
0
0
0
0
.670
0
0
0
0
0
0
.759
0
0
0
0
0
0
.624
0
0
.568
0
0
0
0
.768
0
0
0
.859
.714
0
.688
0
.780
.626
0
0
.657
0
.317
0
.613
0
0
0
.622
.661
0
0
0
0
0
0
0
.650
0
.543
0
.932
.660
0
0
0
.609
.625
.000
0
.470
.870
0
0
0
0
0
0
0
.000
0
0
.617
0
0
0
.000
0
.766
.799
0
0
.000
.905
0
0
.786
0
0
0
0
.000
0
0
0
0
0
0
0
.682
.463
0
0
0
.651
.000
0
.497
0
0
0
0
0
0
.577
0
.950
.566
0
0
0
0
.000
0
0
0
0
.000
.818
0
0
.333
0
0
0
0
0
.000
.854
0
0
0
0
.000
0
0
0
.625
0
0
0
0
0
0
.608
.000
.596
0
.789
0
.717
.590
.744
.831
0
.595
0
0
0
0
0
0
.791
0
.762
.773
.755
.692
0
.222
.710
.564
0
0
.738
0
.633
0
0
0.0
0
0
0
.685
0
.695
0
0
0
0
0
0
0
.463
0
0
.716
0
0
0
0
0
.000
.703
0
0
0
.627
.631
.686
0
0
.000
0
0
0
0
0
0
0
.738
.000
.695
0
0
0
0
.613
0
0
0
.761
0
0
0
.000
.760
0
0
.608
.724
.000
0
0
0
0
.733
.500
.684
0
.716
.707
0
0
.000
0
0
.410
0
